,index,budget,genres,original_language,production_companies,release_date,revenue,runtime,title,budget_revenue_ratio
3146,3146,10500000,Horror Thriller,en,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",1988-06-10,14144000,98.0,Poltergeist III,1.347047619047619
557,557,72000000,Drama War,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Neal Street Productions"", ""id"": 1522}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}, {""name"": ""Motion Picture KAPPA Produktionsgesellschaft"", ""id"": 19934}]",2005-11-04,96889998,125.0,Jarhead,1.3456944166666667
3830,3830,3716946,Action Comedy Western,en,"[{""name"": ""Warner Bros."", ""id"": 6194}]",1970-05-13,5000000,121.0,The Ballad of Cable Hogue,1.3451903794136368
1488,1488,30000000,Action Crime Thriller,en,"[{""name"": ""Lawrence Bender Productions"", ""id"": 2253}, {""name"": ""IM Global"", ""id"": 7437}, {""name"": ""Automatik Entertainment"", ""id"": 7625}, {""name"": ""Trigger Street Productions"", ""id"": 11801}, {""name"": ""87Eleven"", ""id"": 23008}]",2012-04-16,40346186,94.0,Safe,1.3448728666666667
2627,2627,15000000,Thriller Drama Mystery,en,"[{""name"": ""Asymmetrical Productions"", ""id"": 373}, {""name"": ""Les Films Alain Sarde"", ""id"": 635}, {""name"": ""Babbo Inc."", ""id"": 636}, {""name"": ""The Picture Factory"", ""id"": 637}, {""name"": ""Canal+"", ""id"": 5358}]",2001-05-16,20117339,147.0,Mulholland Drive,1.3411559333333334
1435,1435,31000000,Comedy Romance,en,"[{""name"": ""Universal Pictures"", ""id"": 33}]",2004-09-13,41512007,98.0,Wimbledon,1.339097
1092,1092,45000000,Thriller Mystery,en,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Runteam Ltd."", ""id"": 265}, {""name"": ""R.P. Productions"", ""id"": 355}, {""name"": ""France 2 Cin\u00e9ma"", ""id"": 15671}]",2010-02-12,60222298,128.0,The Ghost Writer,1.3382732888888889
2358,2358,21000000,Drama Thriller,en,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Merlin Films"", ""id"": 3201}]",2001-02-11,28008462,109.0,The Tailor of Panama,1.3337362857142858
3928,3928,3000000,Family Fantasy,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""David L. Wolper Productions"", ""id"": 3434}]",1971-06-29,4000000,100.0,Willy Wonka & the Chocolate Factory,1.3333333333333333
4022,4022,2500000,Science Fiction Comedy Drama Crime,en,"[{""name"": ""Samuel Goldwyn Films"", ""id"": 9118}, {""name"": ""Stage 6 Films"", ""id"": 11341}, {""name"": ""Park Pictures"", ""id"": 13466}, {""name"": ""TBB"", ""id"": 13467}, {""name"": ""Dog Run Pictures"", ""id"": 13468}, {""name"": ""White Hat"", ""id"": 13469}]",2012-08-16,3325038,85.0,Robot & Frank,1.3300152
3260,3260,8000000,Action Thriller Crime,en,"[{""name"": ""Chris Brinker Productions"", ""id"": 2461}, {""name"": ""Stage 6 Films"", ""id"": 11341}]",2009-11-24,10629321,118.0,The Boondock Saints II: All Saints Day,1.328665125
2963,2963,14000000,Drama Comedy Romance,en,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Pyramide Productions"", ""id"": 186}]",1999-04-15,18535191,97.0,An Ideal Husband,1.3239422142857142
418,418,85000000,Comedy Family,en,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}]",2010-07-30,112483764,82.0,Cats & Dogs 2 : The Revenge of Kitty Galore,1.3233384
1434,1434,35000000,Action Crime,en,"[{""name"": ""SND"", ""id"": 2902}]",2013-01-23,46216641,118.0,Parker,1.3204754571428572
935,935,50000000,Comedy Family Adventure Fantasy Romance,en,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Robert Simonds Productions"", ""id"": 3929}]",2005-06-22,66002004,101.0,Herbie Fully Loaded,1.32004008
668,668,43000000,Action Fantasy,en,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Marvel Enterprises"", ""id"": 19551}, {""name"": ""Horseshoe Bay Productions"", ""id"": 19552}, {""name"": ""Elektra Productions"", ""id"": 19553}, {""name"": ""SAI Productions"", ""id"": 19554}]",2005-01-13,56681566,97.0,Elektra,1.3181759534883721
1526,1526,32000000,Comedy Drama Romance,en,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Offspring Entertainment"", ""id"": 2378}]",2010-09-01,42045846,102.0,Going the Distance,1.3139326875
175,175,140000000,Adventure Family Fantasy,en,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}, {""name"": ""Walden Media"", ""id"": 10221}]",2016-06-01,183345589,120.0,The BFG,1.30961135
1333,1333,37000000,Drama,en,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Ghoulardi Film Company"", ""id"": 178}, {""name"": ""The Magnolia Project"", ""id"": 179}]",1999-12-08,48451803,188.0,Magnolia,1.309508189189189
530,530,75000000,Action Comedy Thriller Romance,en,"[{""name"": ""Katalyst Films"", ""id"": 817}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Aversano Films"", ""id"": 60022}]",2010-06-04,98159963,100.0,Killers,1.3087995066666667
1318,1318,15000000,Horror Mystery Science Fiction,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Turman-Foster Company"", ""id"": 662}]",1982-06-25,19629760,109.0,The Thing,1.3086506666666666
70,70,170000000,Action Adventure Comedy Science Fiction Western,en,"[{""name"": ""Todman, Simon, LeMasters Productions"", ""id"": 2507}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Peters Entertainment"", ""id"": 16774}, {""name"": ""Sonnenfeld Josephson Worldwide Entertainment"", ""id"": 57088}]",1999-06-29,222104681,106.0,Wild Wild West,1.3064981235294117
768,768,60000000,Action Science Fiction Fantasy Thriller Horror,en,"[{""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Stars Road Entertainment"", ""id"": 8931}, {""name"": ""Buckaroo Entertainment"", ""id"": 11250}, {""name"": ""Michael De Luca Productions"", ""id"": 11370}, {""name"": ""TOKYOPOP"", ""id"": 22641}]",2011-05-05,78309131,87.0,Priest,1.3051521833333333
421,421,65000000,Crime Drama Mystery Thriller,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Phoenix Pictures"", ""id"": 11317}]",2007-03-02,84785914,157.0,Zodiac,1.3043986769230769
2756,2756,13000000,Drama Romance,en,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Ufland"", ""id"": 12548}]",2001-06-29,16929123,99.0,Crazy/Beautiful,1.3022402307692307
1411,1411,35000000,Drama Fantasy Horror,en,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""WV Films LLC"", ""id"": 67988}, {""name"": ""Material"", ""id"": 67989}]",2002-02-10,45479110,101.0,Queen of the Damned,1.2994031428571429
753,753,60000000,Action Thriller Crime,en,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Major Studio Partners"", ""id"": 445}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""New Regency Pictures"", ""id"": 10104}, {""name"": ""Sentinel Productions"", ""id"": 28537}, {""name"": ""Furthur Films"", ""id"": 33433}]",2006-04-19,77920346,108.0,The Sentinel,1.2986724333333333
2380,2380,2700000,Romance Science Fiction Horror Action Crime,en,"[{""name"": ""New Century Entertainment Corporation"", ""id"": 10165}, {""name"": ""Alliance Entertainment"", ""id"": 10166}, {""name"": ""Turbo Productions"", ""id"": 59346}]",1986-11-21,3500000,93.0,The Wraith,1.2962962962962963
2722,2722,15000000,Comedy Crime,en,"[{""name"": ""Blueprint Pictures"", ""id"": 2376}, {""name"": ""CBS Films"", ""id"": 5490}, {""name"": ""British Film Institute (BFI)"", ""id"": 7281}, {""name"": ""Film4"", ""id"": 9349}]",2012-09-07,19422261,110.0,Seven Psychopaths,1.2948174
271,271,126000000,Action Thriller Science Fiction Adventure,en,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}]",2005-07-20,162949164,136.0,The Island,1.2932473333333334
3252,3252,14000000,Horror Thriller Mystery Fantasy,en,"[{""name"": ""New Line Cinema"", ""id"": 12}]",1994-10-13,18090181,112.0,New Nightmare,1.2921557857142858
2475,2475,16000000,Comedy Drama Romance,en,"[{""name"": ""Punch 21 Productions"", ""id"": 13158}]",2000-06-16,20627372,94.0,Boys and Girls,1.28921075
2765,2765,13000000,Music Drama,en,"[{""name"": ""Redeemable Features"", ""id"": 1483}, {""name"": ""FilmColony"", ""id"": 1811}, {""name"": ""Miramax"", ""id"": 53009}, {""name"": ""Dollface"", ""id"": 61337}]",1998-08-28,16757163,106.0,54,1.2890125384615385
1086,1086,45000000,Adventure Comedy Family Fantasy Science Fiction,en,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Josephson Entertainment"", ""id"": 1894}, {""name"": ""New Upstairs Productions"", ""id"": 3855}, {""name"": ""Upstairs Canada Productions"", ""id"": 3856}]",2009-07-31,57881056,86.0,Aliens in the Attic,1.286245688888889
587,587,70000000,Adventure Action Thriller Science Fiction,en,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Lightstorm Entertainment"", ""id"": 574}, {""name"": ""Pacific Western"", ""id"": 1280}]",1989-08-09,90000098,139.0,The Abyss,1.2857156857142857
2008,2008,23000000,History Drama Thriller Crime Mystery,en,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Blackfriars Bridge Films"", ""id"": 2087}, {""name"": ""NALA Films"", ""id"": 2088}, {""name"": ""Samuels Media"", ""id"": 2089}, {""name"": ""Warner Independent Pictures (WIP)"", ""id"": 11509}]",2007-08-31,29541790,124.0,In the Valley of Elah,1.284425652173913
3045,3045,10000000,Comedy Crime,en,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Cubicle Inc."", ""id"": 7458}]",1999-02-19,12827813,89.0,Office Space,1.2827813
1607,1607,30000000,Adventure Comedy Crime,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""City Light Films"", ""id"": 136}]",1988-07-20,38413606,126.0,Midnight Run,1.2804535333333333
3966,3966,2500000,Action Crime Drama Thriller,en,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Winkler Films"", ""id"": 8880}]",1967-08-30,3200000,92.0,Point Blank,1.28
301,301,102000000,Drama Science Fiction,en,"[{""name"": ""Anarchos Productions"", ""id"": 450}, {""name"": ""X-Filme Creative Pool"", ""id"": 1972}, {""name"": ""Ascension Pictures"", ""id"": 7829}, {""name"": ""ARD Degeto Film"", ""id"": 10947}, {""name"": ""Cloud Atlas Productions"", ""id"": 11080}, {""name"": ""Five Drops"", ""id"": 11082}, {""name"": ""Media Asia Group"", ""id"": 11083}, {""name"": ""Dreams of Dragon Picture"", ""id"": 19621}]",2012-10-26,130482868,172.0,Cloud Atlas,1.2792438039215686
2344,2344,18000000,Drama,en,"[{""name"": ""United Artists"", ""id"": 60}]",1980-11-14,23000000,129.0,Raging Bull,1.2777777777777777
1118,1118,40000000,Action Thriller Crime,en,"[{""name"": ""CBS Films"", ""id"": 5490}, {""name"": ""Millennium Films"", ""id"": 10254}, {""name"": ""Chartoff-Winkler Productions"", ""id"": 12252}, {""name"": ""Scared Productions"", ""id"": 22035}, {""name"": ""Nu Image Entertainment GmbH"", ""id"": 22443}]",2011-01-13,51070807,93.0,The Mechanic,1.276770175
3864,3864,3000000,Comedy Drama,en,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Contrafilm"", ""id"": 1836}, {""name"": ""ATO Pictures"", ""id"": 1962}, {""name"": ""Aramid Entertainment Fund"", ""id"": 3272}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Choke Film"", ""id"": 52896}]",2008-09-26,3830137,92.0,Choke,1.2767123333333332
308,308,105000000,Action Crime Thriller,en,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Alcon Entertainment"", ""id"": 1088}, {""name"": ""DMG Entertainment"", ""id"": 10289}, {""name"": ""Ehman Productions"", ""id"": 70993}]",2015-12-03,133718711,114.0,Point Break,1.2735115333333333
1019,1019,55000000,Western,en,"[{""name"": ""Tree Line Films"", ""id"": 84}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Yuma"", ""id"": 10880}]",2007-09-06,70016220,122.0,3:10 to Yuma,1.2730221818181817
1980,1980,24000000,Romance Comedy,en,"[{""name"": ""The Weinstein Company"", ""id"": 308}]",2011-09-16,30551495,89.0,I Don't Know How She Does It,1.2729789583333333
4321,4321,1100000,Comedy Horror,en,"[{""name"": ""Conquest Productions"", ""id"": 6087}]",1987-09-25,1400000,99.0,From a Whisper to a Scream,1.2727272727272727
3405,3405,7000000,Adventure Science Fiction,en,"[{""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}, {""name"": ""Kawoosh! Productions DTV I"", ""id"": 72565}]",2008-03-11,8900000,97.0,Stargate: The Ark of Truth,1.2714285714285714
3266,3266,8000000,Comedy,en,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Rickshaw Productions"", ""id"": 2201}]",2011-04-29,10130000,104.0,Prom,1.26625
1477,1477,32000000,Drama History,en,"[{""name"": ""Barclays Mercantile Industrial Finance"", ""id"": 553}, {""name"": ""JRS Productions"", ""id"": 44485}]",1981-12-25,40382659,195.0,Reds,1.26195809375
2070,2070,32000000,Comedy Romance,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""GHS Productions KG"", ""id"": 3858}, {""name"": ""Munich Film Partners & Company (MFP) GHS Productions"", ""id"": 3859}, {""name"": ""Nides/McCormick Productions"", ""id"": 3860}]",2001-09-14,40222729,106.0,Hardball,1.25696028125
488,488,86000000,Adventure Fantasy Animation Family,en,"[{""name"": ""Canal Plus"", ""id"": 104}, {""name"": ""Sofica Europacorp"", ""id"": 854}, {""name"": ""Avalanche Productions"", ""id"": 2525}, {""name"": ""EuropaCorp"", ""id"": 6896}]",2006-12-13,107944236,94.0,Arthur and the Invisibles,1.255165534883721
4101,4101,2000000,Comedy Drama Romance,en,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Populist Pictures"", ""id"": 14729}, {""name"": ""Monophonic Inc."", ""id"": 69989}]",2002-08-02,2506446,96.0,Full Frontal,1.253223
3471,3471,6000000,Documentary,en,"[{""name"": ""3D Entertainment"", ""id"": 5313}, {""name"": ""Gavin McKinney Underwater Productions"", ""id"": 5314}]",2008-02-15,7518876,42.0,Dolphins and Whales: Tribes of the Ocean,1.253146
623,623,69000000,Comedy,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Everyman Pictures"", ""id"": 2242}, {""name"": ""Reliance BIG Entertainment"", ""id"": 6733}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}]",2010-07-30,86387857,114.0,Dinner for Schmucks,1.2519979275362318
4455,4455,800000,Drama Romance,en,"[{""name"": ""Ruby in Paradise"", ""id"": 75712}, {""name"": ""Full Crew/Say Yea"", ""id"": 75713}]",1993-10-08,1001437,114.0,Ruby in Paradise,1.25179625
2229,2229,12000000,Action Crime Thriller,en,"[{""name"": ""Open Road Films"", ""id"": 10427}, {""name"": ""Overnight Films"", ""id"": 10808}, {""name"": ""AR Films"", ""id"": 11005}, {""name"": ""Aldamisa Entertainment"", ""id"": 11006}, {""name"": ""Demarest Films"", ""id"": 13241}, {""name"": ""1821 Pictures"", ""id"": 14358}, {""name"": ""Quick Draw Productions"", ""id"": 25608}]",2013-09-12,15008161,107.0,Machete Kills,1.2506800833333334
1746,1746,35000000,Comedy Drama,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Spyglass Entertainment"", ""id"": 158}]",2008-02-08,43650785,114.0,Welcome Home Roscoe Jenkins,1.2471652857142856
2728,2728,13400000,Action Comedy Thriller,en,[],2010-12-29,16700000,100.0,The Last Godfather,1.2462686567164178
1067,1067,45000000,Romance Comedy Family,en,"[{""name"": ""Universal Pictures"", ""id"": 33}]",2005-05-13,56070433,95.0,Kicking & Screaming,1.2460096222222221
716,716,60000000,Drama Action Thriller,en,"[{""name"": ""Casey Silver Productions"", ""id"": 877}, {""name"": ""Beacon Communications"", ""id"": 919}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Beacon Pictures"", ""id"": 10157}, {""name"": ""Fantail Films Inc."", ""id"": 53987}]",2004-10-01,74541707,115.0,Ladder 49,1.2423617833333334
1238,1238,40000000,Fantasy Horror Science Fiction,en,"[{""name"": ""New Line Cinema"", ""id"": 12}]",1996-08-23,49627779,96.0,The Island of Dr. Moreau,1.240694475
2377,2377,18000000,Drama History,en,"[{""name"": ""Archer Street Productions"", ""id"": 1471}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Pictures in Paradise"", ""id"": 3207}, {""name"": ""Silver Reel"", ""id"": 12075}, {""name"": ""Latitude Media"", ""id"": 15577}, {""name"": ""Thai Occidental Productions"", ""id"": 15578}]",2013-12-26,22309223,116.0,The Railway Man,1.2394012777777779
553,553,70000000,Thriller Action Drama,en,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Forward Pass"", ""id"": 675}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""FilmWorks"", ""id"": 7786}, {""name"": ""MDBF Zweite Filmgesellschaft"", ""id"": 12246}]",2007-08-22,86658558,110.0,The Kingdom,1.2379794
412,412,60000000,Action Thriller Adventure Science Fiction,en,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""David Foster Productions"", ""id"": 496}, {""name"": ""Horsepower Films"", ""id"": 2199}, {""name"": ""LivePlanet"", ""id"": 7161}, {""name"": ""Core Productions"", ""id"": 12213}, {""name"": ""Munich Film Partners New Century & Company (MFP) Core Productions"", ""id"": 12214}]",2003-03-28,74208267,136.0,The Core,1.23680445
711,711,58000000,Action Adventure Comedy Crime Thriller,en,"[{""name"": ""DC Comics"", ""id"": 429}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""DC Entertainment"", ""id"": 9993}]",2010-10-13,71664962,111.0,RED,1.2356027931034483
1685,1685,30000000,Comedy,en,"[{""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Triple Threat Talent"", ""id"": 53666}]",2000-04-14,37036004,127.0,Keeping the Faith,1.2345334666666667
380,380,88000000,Romance Drama History,en,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Parkway Pictures (I)"", ""id"": 631}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]",2005-06-02,108539911,144.0,Cinderella Man,1.2334080795454545
1347,1347,36000000,Action Drama,en,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Newman/Tooley Films"", ""id"": 16791}, {""name"": ""Joseph Nittolo Entertainment"", ""id"": 21975}, {""name"": ""\""DIA\"" Productions GmbH & Co. KG"", ""id"": 37103}]",2003-04-04,44350926,109.0,A Man Apart,1.2319701666666667
2320,2320,16000000,Thriller Action Science Fiction,en,"[{""name"": ""Stoney Lake Entertainment"", ""id"": 16558}]",2014-10-03,19682924,110.0,Left Behind,1.23018275
